Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
6720456B07Rik,194.8815531746,38.6351361132,194.8815531746,38.6351361132,208.4542508405,31.8067160377,208.4542508405,31.8067160377,183.0619759752,20.5318045514,189.5801815963,31.2820334386,172.4332354817,20.8545055427,187.9454667132,44.3923113949,195.4370761258,41.2747005302,186.3609561188,61.6175952172,169.0679981037,22.2587190489,171.602217818,23.4596843425,181.8279499866,52.9321589015,171.6335087087,107.7563165732,163.9295206715,26.5922932583,180.3928704753,22.2691443668,163.3868685484,58.1451809359,174.5411792355,76.1068056028,197.2011755891,31.1925122104,190.424352837,25.0601376518,166.7517360283,70.3263483796,188.1679430656,121.2941867575,173.2004721733,25.5444275384,195.2459080179,31.05514214,167.3980041758,22.4828998837,182.3536178989,107.2450174747,170.2204682737,21.0372465465,175.2009018812,24.9211819842,180.7716571326,37.4361230923,181.5416211587,77.5736481597,198.2097892247,24.4815029155,183.8985495544,43.3297455977,173.8198328199,61.569238172,172.0932890982,115.7147778735,185.1352327285,24.5383506955,193.9443524004,42.408431177,161.5528418695,43.3353162857,163.6912507929,105.4839833616,158.6768687456,40.5256906009,156.2573630395,40.8459889326,137.4331028692,76.5540089097,140.1058068126,91.1421560941,145.3319719135,46.4005215766,159.5207359945,54.8320766103
Sh3bgrl3,4455.927101601,38.9254968025,4455.927101601,38.9254968025,3954.9636607346,82.2882819593,3954.9636607346,82.2882819593,4369.2334290492,107.8994620283,4133.8613630613,41.7589252688,3882.1889644232,97.6365841854,3559.9349742463,60.6350883588,4417.0203471162,53.903966362,4047.0027558395,54.5847439181,3879.8127125828,80.5727918921,3585.5952020752,45.1686167599,4139.682694595,98.7322086168,4376.2926964702,108.1417482486,3753.9275844184,79.558805963,3893.9185272059,89.1029690706,4013.8902899827,182.5386636892,4128.6821867891,151.4116417472,3731.4391940069,120.3087138635,3737.4268466285,134.5819657889,3918.2085078043,192.2875828705,4383.630719931,273.0308072225,3679.7486062281,164.1509963748,3652.2905283145,175.4910304506,4097.5689666832,249.1395455674,3942.5643105201,300.0156070067,3525.2254841418,201.596463471,3698.2984758511,226.6676794441,3974.587507093,289.8708055532,4062.2498010484,309.9514728078,3549.996550357,238.2550359941,3646.8374568527,262.9565247372,4088.7585344935,458.7353970364,4080.8254570337,437.6195760267,3444.7350816247,375.9225939045,3623.2816510153,384.1163051403,3929.2548834792,581.7685357007,4121.9666583934,551.6175022345,3546.073432246,531.0715255271,3513.6012923335,463.8971717078,3405.9944682543,1028.8555680718,3674.6922644594,890.9166062711,2792.4798279689,906.9899502271,3251.5882895398,825.3345129397
Golga4,11.1704995528,7.0439883131,11.1704995528,7.0439883131,20.5217989721,2.4010140541,20.5217989721,2.4010140541,10.550925866,8.8358781389,12.2916458355,5.7472972351,19.6374451806,7.7713523833,23.2605309596,5.2144404538,11.4119145711,2.3152304821,13.6347922577,1.5861768833,20.7180211837,4.0101757972,26.4186158824,3.6534411351,14.4170628168,2.3648226646,9.3412884277,1.2785808376,23.9432367483,14.3930418637,21.9756460316,7.9420369942,14.4428473843,2.1311877437,12.4329157894,2.7626339802,24.4534150947,2.4280999315,19.5522510718,6.4089977853,13.4827802141,4.3377481653,13.7489857488,2.4024628577,23.8901304836,7.5408203677,20.6286917813,13.0478945351,10.8828852408,6.6745545348,15.2150358264,2.3103105066,26.3456694873,8.0195213497,24.5171869956,4.085172035,11.4466936429,2.8917311481,12.922021157,4.1681412108,19.0839187277,3.1454336324,25.8527917513,3.3654537067,11.633182774,3.5025694854,12.0754708227,4.3416107497,21.1651200036,7.4341774978,23.039397267,3.8916720057,12.85962831,3.3786592451,12.6245889401,3.7188711607,18.3493273716,4.6718720432,15.5161886928,7.8184142681,9.7849307376,5.0350440818,10.1918475967,5.7548620192,19.6745122868,10.1199435094,19.5680851125,7.4967542163
Zfp622,9.2512620907,0.2821190513,9.2512620907,0.2821190513,9.4113674417,0.8347322392,9.4113674417,0.8347322392,10.030872559,0.8279957843,9.5451070786,0.8676479226,8.9526608016,2.3134081488,9.6855262428,NA,11.3811097784,1.0545264691,9.2009757264,1.1204311204,9.407694914,8.1063636568,9.1316609227,NA,8.9731726862,6.7951334945,9.1885461811,1.576168955,9.1444165122,1.4959923169,11.2635179851,2.2926137001,8.7122663426,2.1860174563,9.0308985547,1.6680585727,10.1113347624,4.3570340578,8.6345897035,5.39382906,8.0083194068,1.6962839802,7.5659684873,2.2743655838,8.3072396028,8.6417171309,8.5784153918,8.8375029654,7.0457543754,NA,NA,NA,NA,NA,8.4861048324,6.2087267503,7.8216447595,2.0375475985,6.5698817188,3.0182186437,NA,NA,NA,NA,6.1162680903,2.6225991122,NA,NA,7.3651856171,3.0813322861,NA,NA,7.0517875692,1.4748943763,5.5412830693,3.9803020318,NA,NA,4.7088949609,5.4055966116,4.8641770312,12.0539576707,3.7463416846,7.6222219943,3.7510495254,3.9320383632,2.5440589173,6.0705501401
Csde1;mKIAA0885,51.2819651705,5.1232789427,51.2819651705,5.1232789427,55.4447684471,8.5161601737,55.4447684471,8.5161601737,56.6534383287,12.6742283657,49.3880547033,13.2941346691,54.2719317035,6.4083131453,47.5821678791,7.5268764785,52.3326170101,7.5549509823,51.519461305,6.597727774,52.4695676692,6.8723485141,50.389530985,7.8828035505,50.1456145913,5.9337194344,50.6243072259,6.0935721733,50.6669139106,7.6061579945,51.4513341804,7.3375557334,47.9323881573,7.9331423686,51.1194212078,10.4285832226,46.6081803823,9.7066511915,49.7960096828,9.5740907961,49.3735929051,8.5567403302,47.9640521874,12.2970085914,45.916047798,12.2542843753,48.740036253,13.2359785168,43.034661762,10.5056621099,47.5710235695,15.4706700296,43.3177913287,11.8819350102,50.7008261816,16.822241188,40.8592200673,11.6976186214,44.1137774101,19.1444449221,43.6288265582,12.0780524901,47.234864546,20.3734879332,39.6437004963,15.7140832307,42.6073718358,23.92376137,39.6680267779,15.2123205874,41.9800050321,25.8801874828,32.5413285479,17.9119813597,35.3688689338,28.7400081786,32.1132990315,17.222313413,37.337957736,26.2306639203,20.0472390627,22.5404619676,24.4590792258,32.2808747154,21.4428255054,24.3974885167,25.0837122661,29.8949702518
Ubl7,12.1401658626,6.5958985518,12.1401658626,6.5958985518,12.2652392279,6.3395473712,12.2652392279,6.3395473712,11.2162328473,11.8523497983,10.9345565772,6.673694418,10.9891756845,7.3285236068,9.8167191015,16.8947779652,10.5862633911,13.0253078035,11.3960712562,19.5000694724,10.8361812389,3.4494247307,10.9194401024,14.4658974077,9.85314088,23.2851941091,10.4653467529,35.3914064501,9.966852388,2.3251855784,10.2257406677,13.4511634272,9.219031067,20.6210332405,9.5545326076,1.6234942045,10.3407390618,5.9748194349,10.6148669946,2.5130739424,9.6164320105,29.6829741272,8.7493219198,9.8616017019,9.8734923636,2.6249960698,9.247636911,2.0020497973,8.699084212,2.087620524,6.9009386883,2.6483184323,9.0762663481,2.5674228964,8.8889788593,2.4471439015,8.7465997991,2.1943526048,7.1775106644,2.871716391,8.7794410403,2.3940405343,8.2200387965,2.4601408256,7.4599240524,3.5147920801,6.5381099472,3.5858022884,7.8043362961,4.0172060854,6.8523790799,4.275985688,6.1578400549,4.3549366006,5.6099256443,4.8739782467,7.1827980818,5.0203515817,5.1139559895,4.4091388769,NA,NA,2.4850565295,7.139405996,3.8638131875,6.5375293961,3.0613271091,6.911387329
Vps11,22.6278423633,6.2297779816,22.6278423633,6.2297779816,17.9104215721,2.155698212,17.9104215721,2.155698212,21.6758085812,5.2863664124,20.0177188034,5.7566599142,17.9130090972,2.8879277343,17.2146818466,2.0822260616,21.6883195451,2.6673092105,21.1690490707,3.0970875275,19.0702167558,2.5237414281,18.5791811063,4.3383908457,20.7422047587,3.7976955271,22.4783739262,3.5219099657,17.4723907274,4.6515786247,18.1078286618,3.6618087281,22.0075289776,3.263552935,21.6607647162,3.8347217783,18.5910625178,6.0346149055,17.3881199213,5.690391219,21.59143926,4.7662601194,21.6369313157,3.1513989303,17.5713976452,3.7883166674,17.5718380304,3.4339505955,20.5193306986,3.7866091797,21.7918482229,3.220602266,18.4975209774,3.4354722818,16.5848956696,2.2122354057,21.4501513661,3.8615533167,21.5420960127,5.0148473011,17.4799599348,2.9778837821,18.9488162943,2.672297026,21.1113070785,4.5791185168,22.0312175671,3.40106317,17.3169799304,5.5720142925,16.2883706224,2.2690432719,20.3697551392,4.98728874,21.3977328432,4.0084182945,16.8314347506,4.2660222192,15.3184236577,1.9842147749,18.2835900311,8.8463083701,18.9536765121,6.0780037592,15.9065138259,6.7120976058,14.9846178474,6.354640117
Man2c1,4.4376051334,1.6347212306,4.4376051334,1.6347212306,5.2756757626,1.4828191125,5.2756757626,1.4828191125,3.8919245784,3.3420508667,4.0122756654,2.1175590767,3.9570275461,1.3558508376,4.0480874092,0.4687243507,3.9525639882,0.5619860497,4.4789937038,2.2834991478,4.6408022723,0.9279290507,4.2353356122,1.329816542,4.1843169847,1.5006650068,4.8129882585,0.8393638444,4.062726087,1.4353118006,5.0074035102,0.9618763581,4.4931983455,0.8226206123,4.7217810856,0.9570933383,4.1496911583,0.9580434002,4.9095970274,0.8962305803,4.6192672154,0.5472725302,4.3546188646,0.5791776294,4.763961365,1.2507835886,4.8811886642,0.8428463047,5.6694607144,0.3799936668,5.1803640594,1.0651303469,5.228774205,1.5836191939,5.7856345101,0.7714929155,3.4661892772,1.095754324,3.7629047125,0.785000361,4.5950742295,1.1543427098,4.1208467094,1.4287465616,5.4677511205,0.9030300559,4.3339555046,0.5525530012,5.3497279424,2.1232760439,4.0757720706,0.6726123013,4.6548601845,0.8794590747,4.1497891275,0.6914842753,3.6513021434,1.0057406478,3.7255895864,0.9087489019,4.2442415934,1.1366658756,4.726185991,1.5052615366,4.6438013891,1.2047818479,3.9785187118,1.6780331229
Setd3,4.3837389313,0.3176050627,4.3837389313,0.3176050627,5.6470161466,1.0469104202,5.6470161466,1.0469104202,4.9579824599,0.2878083429,4.9388548899,0.5899423554,5.8830559603,0.158604241,5.0515590405,0.3196828286,5.0241289777,0.6324490198,4.7589466276,0.3711767556,5.7764061099,0.5973021471,5.4224509416,0.2865172284,4.6883006693,0.3317188097,4.9960648994,0.2695705192,5.1368687784,NA,5.71019968,1.0526885214,4.9124760109,1.1786764842,5.632881478,0.5177179293,5.3343450339,1.5029979686,5.765894599,0.4803557972,5.3966772644,0.6475821076,4.8411433992,0.7601137832,5.2727514973,0.4942555238,5.5267340097,1.447156916,NA,NA,4.9948842552,0.3516058051,5.1905081065,0.6435438354,5.2211305033,0.5436162801,4.7110289854,0.6835551089,4.0620112005,0.73082239,5.0569290617,0.4365606459,5.5097573836,0.4038692453,4.2890776983,0.6132431462,4.9824848116,0.7400772306,4.9402653363,1.4625302022,5.0846514258,0.7119724168,NA,NA,3.9849175939,0.964561482,4.4592103023,1.193165323,4.8607097741,0.9162845541,NA,NA,3.0153299468,1.9277030665,NA,NA,3.7567692245,2.1832561012
Ndufs2,18.5836930775,7.3917299976,18.5836930775,7.3917299976,19.3156100272,2.3933861704,19.3156100272,2.3933861704,22.4569556671,6.5345777363,23.8700797618,7.1991988506,22.4606344111,9.8263614119,24.2239230745,9.2302894727,18.7226397167,7.6249553969,20.5241085588,4.7006185203,25.6455893902,6.965739207,22.4028393771,7.0080141525,23.6725989938,5.4903340686,18.8786804336,7.5439168972,24.6783684224,7.4604788668,23.2279850771,8.2742819941,22.6795745178,6.0182393376,20.9927005906,9.6253432897,27.1758995251,7.0795121845,23.9432908495,9.8947985553,22.9168296387,6.3580720437,20.470011526,7.082538843,24.9177818012,10.1310662137,25.1750166696,9.6709345485,21.4441484909,2.3197306501,22.9464918084,4.9126536225,26.1369331729,10.7347900984,23.9633829578,12.0877241469,22.9137882256,8.8943474918,19.8213380361,5.7976284243,24.2455274101,2.5242840911,22.083412438,4.1502021736,21.9012312594,4.9315117411,19.9575362291,7.137520926,24.4386417671,10.1627822953,19.871923961,12.316262174,22.6234131232,3.4926029722,16.6017535553,8.0445829265,25.410721569,7.2040407452,19.5544605363,2.6758294086,22.5164865584,9.6819477656,14.9611677499,3.812737563,25.2286644767,5.9497475768,15.0626585732,3.548721857
Fam192a,24.2625828862,3.5547788273,24.2625828862,3.5547788273,35.3590902113,3.8791863247,35.3590902113,3.8791863247,19.8593038273,1.9757876154,20.6591453568,3.5182437684,35.7700304831,2.1201719946,28.3691771126,3.1887052008,25.6976570333,2.7025326157,27.5457894391,3.5633153744,31.6900391394,1.9650639907,32.3242571326,3.0536740609,25.8510897393,4.7529091997,22.1397929062,3.2477281313,30.3900077532,2.7498018993,34.2143307359,2.5079035588,20.737041969,6.8147542544,24.0523773789,4.7221524024,27.9259905229,3.667757481,24.1198458678,6.0410925268,24.0354500213,4.4714696466,21.1608942134,2.9434010877,23.4487333804,5.010609894,32.2496313269,5.2747690285,23.1827369015,4.8160957967,23.2134716823,4.1054570383,23.6949678077,5.8993554793,22.1776434645,9.1540364758,25.9585088804,5.4273300238,21.8530065963,4.3460416153,24.7525100841,5.1513057693,25.4582921508,4.7196303792,17.7697328759,5.1784536657,20.6418727798,6.5986154532,20.6077408549,6.4925049207,22.3126276825,8.2296049471,22.416956987,6.9176270383,19.7772091906,9.0791893558,20.3264235448,8.1428231237,15.6175141186,7.0074842302,12.0114419893,8.3922082403,9.9696046462,9.3041472825,12.6067733667,8.5133141973,14.7312348522,9.8441647567
Rabep2,15.5795719523,1.421135048,15.5795719523,1.421135048,13.228117768,1.2398380892,13.228117768,1.2398380892,20.6120209161,3.3332756644,16.628256534,1.1424462412,11.0898616673,1.019486006,10.7941758746,0.8134590383,16.3705675029,2.378929815,16.9612202365,2.2655823553,11.2396085394,0.9095309311,11.028191647,1.1481838213,18.7257621905,3.5519948563,13.877656915,3.5841461105,10.348056099,0.9691306003,10.9493140914,1.5176782331,15.4920237554,3.2270753235,17.5077078872,2.4356436937,10.3074850287,1.0191935654,12.201727915,5.6964250627,15.1456184242,2.7876971233,17.5868739957,4.8557242898,10.7639081851,1.3965258768,10.0543619344,4.1132771897,21.2987781329,3.4662819308,20.2143693282,2.3641905206,12.7973524826,12.302107807,11.0592391738,1.8214118572,14.8630365983,4.3654547642,14.9891804163,1.799002363,15.9009734797,2.1357995281,18.588355902,2.4731718956,13.6803449106,3.5528171526,19.0758084845,3.7486049469,11.4277031213,1.862164557,9.6247151627,1.8643875146,17.9784329552,4.4525418632,13.9011373311,1.8933240744,10.270477552,2.2572901292,14.6980808182,1.9854518243,12.3595440572,6.5706673432,13.1752003777,8.1384045892,8.1463324362,2.9827371571,9.5448259026,3.3520264193
Eif3h,116.3571538824,19.7403099477,116.3571538824,19.7403099477,103.5694165378,16.5164284796,103.5694165378,16.5164284796,118.9522634206,30.1758590708,114.6598982854,19.348447266,106.9770311784,21.0651735893,100.4181694505,21.0753097219,122.9544353374,19.2760625597,114.1362533728,20.5450650559,104.5670857608,21.0869645679,102.9731185157,21.6651163422,115.5834846768,19.2012774225,115.3774014526,29.0982237852,106.6470358067,18.9164701953,100.8667010961,12.9561860053,116.7917159923,20.6605554198,114.2515405855,33.2928350465,102.6778877381,14.9846850099,108.5949164951,16.685633434,109.3410786993,32.1601607182,110.2479658642,25.472680373,104.8424540483,20.7478899631,108.6273237672,16.9583733387,116.5445013314,17.4569658914,115.3692895697,17.26902937,106.1247272181,16.5637309792,100.1378428244,22.013152801,113.5135996349,18.1731149717,116.376573243,22.0799580354,101.3376087974,13.4798232956,99.6806968908,14.4753298796,110.5591200057,24.141703339,107.1554282519,28.0947375667,92.6218423479,21.7741166639,102.8498432533,19.9813042681,109.7688725097,28.831060288,105.6332235048,24.8978482917,89.2855536944,15.6578667842,105.5990109046,19.6931013759,89.2270083486,32.9098588694,103.1594685258,41.5005739914,74.0861769863,26.3486554653,88.9186837457,33.6552053306
Gcsh,46.4624246963,NA,46.4624246963,NA,46.9994249476,3.8982502475,46.9994249476,3.8982502475,53.1713575751,3.4682147999,59.8737888849,3.4613934911,54.7438409103,2.7219201586,59.3125497476,2.7181976765,50.5012543571,9.5867177417,57.2239590587,8.68452311,54.6912830875,2.8086198152,56.2484023177,4.0779053376,51.2879264585,6.5101579528,48.2494499971,19.5023099274,53.6381454645,2.2434311688,55.9955506016,2.8879423709,54.9293597445,13.4893297266,52.9849013008,3.6480228967,61.9934596718,5.8063231004,49.8760823123,3.3354947378,53.4070969613,5.1283555568,51.2314293425,11.1154881549,57.8856691456,6.1934621661,49.4931378593,3.7779540453,56.4170825671,7.6824199152,53.5861511169,2.8197757505,54.5469144674,4.7570504891,52.9588636489,8.7415372137,57.4163203891,4.505149732,49.5983343793,3.0512520437,60.7432244981,5.2983017318,54.1249767336,3.2259931301,57.5583081259,16.5252998187,56.8982419372,22.0293900349,60.4827783788,13.8983515864,44.22254644,3.09536077,57.7974476391,5.7332608394,46.057757512,11.9808522791,63.2748682424,13.9662800469,48.0708414296,NA,63.6528543366,20.8261287967,40.6980069709,3.863097371,72.2513539252,13.0172498009,41.7276511128,4.3100495146
Dnajc9,18.303638834,0.8812654806,18.303638834,0.8812654806,11.60550319,1.8102349173,11.60550319,1.8102349173,14.1865974157,1.9397961576,13.1527288519,2.6185403428,14.7318776301,1.5235997938,14.9291757728,1.3602889691,8.6361794228,1.4740362046,13.3554020186,1.0348136404,14.1380422135,4.1904479849,14.558876991,3.6652933533,13.1934294678,1.2551664165,12.472009416,3.611014998,14.0973381685,4.1792295429,14.735958199,2.3723418939,10.4525623386,3.4733727827,11.0696109171,1.1355251969,13.9439547358,5.8774732562,17.1628092481,1.5723061695,13.1972695127,NA,14.148940876,NA,14.4949100559,12.1514114935,14.9098717673,1.9204960238,10.1875458311,2.9162383113,11.5976120415,2.4283294656,14.9676131058,2.1867440801,15.3094722525,12.9350443996,10.2134994817,0.9256699835,11.6347233502,0.6088257217,20.9944082375,2.6585044198,NA,NA,9.7696048756,1.6426419237,8.6379938533,2.0986921607,11.6916953005,1.9337637609,14.3144718576,1.7017115742,NA,NA,6.3071669547,19.4362187107,NA,NA,9.5459158946,3.1939276974,NA,NA,4.5495781441,18.8946292387,NA,NA,15.5019625218,2.6152569267
As3mt;Cyt19,8.296098502,4.8101146911,8.296098502,4.8101146911,4.4849442837,1.4526453614,4.4849442837,1.4526453614,8.3951216519,1.145489028,7.523350406,2.3904559861,3.641049387,24.3311425968,3.5728213267,8.4786325163,7.6399728524,0.982421308,7.4310949975,2.4655984068,4.073378992,2.6188380927,3.6659040007,2.5167910889,7.3380927672,1.8645015929,8.4569678698,5.1370273328,3.018122064,20.1627557817,3.8291955945,30.330176097,6.7175149691,2.6864247201,8.0565248947,2.7151843985,3.3789911454,2.6730239158,3.868895321,4.3220091874,8.8860664211,5.0073212254,7.2894656004,5.1563821972,3.4089910372,4.4552028822,3.7619516453,2.8059774064,9.0442479949,16.3832416312,10.2315720934,9.6110772134,3.703077519,1.7107898831,3.1234216024,1.9390244316,7.5712334749,5.3543348775,7.6704392817,7.7404700142,4.6284946725,0.8191577333,4.6293485445,3.7160132416,10.2038209031,2.2450819087,9.9626008929,14.6313197661,3.3774244926,2.1829418848,3.2660434078,2.8976743972,9.5461079301,3.5202005589,9.6089776274,9.0013576286,2.9078838871,24.0160089261,NA,NA,6.5032269285,13.1738614492,8.1928701658,35.6289016888,3.3100180091,1.2337379766,3.5504928735,4.1940526205
Dr1,84.5311490089,17.059571569,84.5311490089,17.059571569,106.7458611442,18.3111191599,106.7458611442,18.3111191599,74.6238079332,24.3652335961,72.474582074,9.7252182142,103.2342488217,10.4186318504,115.7052180714,59.4625941268,69.6610067708,23.8212894764,57.1404136014,6.3525666505,104.9614469432,40.7171631112,123.7785311187,51.1427551005,84.2540287617,14.7665258318,46.7795396715,4.3521376167,116.1882273625,92.0112223353,105.4043556576,10.5708280312,80.5089457113,6.3397776994,74.4975538863,8.6247470981,114.5191845755,11.9062179385,100.332810086,8.5251857527,71.747234605,7.4639039703,85.2651085067,8.1229903885,127.5256632867,4.6322589551,NA,NA,77.1454063223,80.5256954043,NA,NA,73.6585371586,62.5460779627,137.5635420807,71.0356078511,74.7784063971,16.4019813607,90.2502648392,19.6118834115,138.1675725326,19.7235536892,133.7609734968,37.5096179382,77.5295198704,37.4345510543,70.9185407079,13.4065923578,NA,NA,76.5984784334,22.6527222385,81.7705310753,34.8248152047,73.909291337,466.0373497526,NA,NA,109.9721590888,28.0313026385,48.7161291173,23.7039378011,59.9792273817,135.3343962864,81.2513390883,80.9967933942,103.4261897134,46.4509635335
Dcxr,77.4196286415,11.18367775,77.4196286415,11.18367775,69.7507288423,8.2061092843,69.7507288423,8.2061092843,68.510552017,6.8550360589,57.3127154658,9.76156302,67.5986560368,7.2587841569,59.9677419294,5.2326305012,65.6150365009,8.2302521239,57.2069239825,6.0415549747,76.06536753,5.8049932304,74.399084404,6.8157120184,60.4959507409,3.6329238149,65.3884481983,2.6291290878,66.2203753884,8.3490206751,74.2882136072,10.4133785235,64.7297712648,5.6521055256,61.0861762405,3.1789527775,74.2426354008,5.9412885869,64.5382766999,5.1693267383,68.9581198148,3.8061608839,60.9536195042,7.3859359203,64.0051183768,5.345182892,60.4126049144,5.8803769987,57.9317489387,3.8794706142,63.9848551247,5.4064028717,58.4134085052,2.5273222529,59.7438208639,3.1625620801,62.5758914904,5.2235631699,61.0143579296,5.7498485378,62.4051341478,9.4181252619,70.3194721652,10.6655154165,68.4343095292,8.904489179,68.2922041527,12.6291951904,63.5744494187,4.4248238709,61.6758126716,6.4055118743,67.363841047,9.4676612296,61.0287173384,12.3255274512,68.7989458485,12.7623784326,77.2679182939,14.3464580419,58.1542618711,17.7501117956,64.4588752213,30.8812340291,60.4970695142,20.2003176775,73.084255564,33.255094398
