Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Gclm,159.2268803868,175.5132921236,159.2268803868,175.5132921236,125.6433689719,169.4945574495,148.4662566167,184.8798332297,172.8925926946,207.7611324364,136.3913914178,135.9363093864,214.8120109763,226.7238489209,89.8185579163,68.7666276131,207.6122794329,163.0838685563,80.9333999529,47.1752260063,198.1047713754,194.689890835,128.8727336001,122.6730404262,146.0098237324,166.9399516386,211.8182265845,195.0077780359
Dscr3,104.1037041225,63.7447493587,104.1037041225,63.7447493587,85.165752618,65.9672609924,43.767991659,26.5445013917,68.6481403564,44.0389612202,32.4374203146,19.7779365752,66.1910313076,57.4193636851,25.7575262797,14.8587323308,70.3014054065,36.7521498812,40.5119773043,30.4531533151,93.2671482499,46.105706267,58.9880500482,29.615523217,88.9966461458,55.231408851,65.2471568033,39.1877862873
Scarb2,118.2355565499,77.210469415,118.2355565499,77.210469415,97.9072400833,84.7857237746,99.9144146948,39.619135331,114.8146481426,78.2896336979,104.0895963066,58.8917698195,88.2745209245,80.1737280772,118.3970031912,78.3461644254,87.4089014331,73.4271928376,122.1729406449,100.1267408091,90.7413849403,81.268465921,147.8218185454,84.20391609,79.9122185225,82.3276637345,142.5834685799,107.1024843871
Grcc10,102.3166054998,188.2577093066,102.3166054998,188.2577093066,148.8065297051,111.5792738694,123.984330737,126.8804905713,139.969040897,196.3304769497,83.2611961415,135.7387127781,122.8332585821,124.5405520873,109.6475722555,123.3815499349,126.3953539483,189.0590890167,94.3794523325,101.1201797268,125.3433249227,178.403030078,91.7735305727,210.8928511527,150.8247325051,193.3736555881,85.7967134496,173.4896931688
Phb2,299.9254760314,220.9821527291,299.9254760314,220.9821527291,268.3517811028,231.5147866464,210.3706456245,174.6260221087,243.5776514258,215.3498733518,203.7514472466,179.8543117405,273.1473109276,244.9616680322,150.700044374,95.9478561122,290.0895602675,170.2322749889,111.5681010757,98.570725528,284.1825416081,209.8365257477,110.5985460024,69.8602629353,258.8232492589,195.9726099282,108.1796012674,70.3768508951
Emg1,130.9318497098,129.8568851264,130.9318497098,129.8568851264,138.1835279863,135.8683005648,89.558036373,85.9802905776,128.0061226517,111.7098727959,92.6892723422,71.8377348292,129.5200120392,143.2480633928,39.4002440234,52.8822781708,117.9195804597,121.5383445863,51.2360068027,53.2388462883,112.5507769224,130.6128473435,47.8741259761,38.722624516,134.5611177367,131.9674921691,52.3531528066,54.4346240069
Polr1a,16.1889306546,18.4377422276,16.1889306546,18.4377422276,14.8294367649,16.9968569496,21.0580256147,28.8324444395,13.2367776712,25.5795191288,11.2163828059,21.569598429,23.194904564,15.1255796672,10.6881110726,7.5931611364,16.6340037746,21.4475217277,7.8345802514,7.0746667475,15.2026729168,12.6238850369,5.3955212517,6.4975268638,13.9402356198,15.5393228032,4.9953794585,6.89235398
Ddt,127.8882071826,82.5763767962,127.8882071826,82.5763767962,111.7990733558,94.1311094227,89.7051421386,83.0047000462,99.8113360713,63.9692625356,78.0018790848,76.998774357,118.8539375096,112.2850602274,71.3944118388,40.3844409231,98.083226328,31.7784912136,79.0715785704,57.2285811408,106.8065759842,79.4442801765,84.9152742452,37.2677022782,83.3509388932,85.8284183351,74.8682497803,44.8401795922
Cpsf2,33.3728030713,50.3377848688,33.3728030713,50.3377848688,32.0132284661,42.74110629,29.4706990203,56.979653338,29.3042963634,46.8498449547,29.8804685078,38.307696147,35.5274891537,32.6571462931,39.4164397656,64.2956559113,34.8231202378,54.6601688549,37.1592231114,48.751397742,33.7724537446,47.2710378599,31.8067151447,57.5549594964,33.3678226268,39.0809533877,26.8898133185,38.675815447
mDEAH9;Dhx15,158.9680106901,243.8378280654,158.9680106901,243.8378280654,151.9506446874,142.5755761199,282.7016131368,548.7226972933,159.4925792767,220.2378309233,211.3338570582,201.2185086021,245.7441755952,127.2826656516,153.6765554284,207.7792964413,154.4931785986,268.9967725233,86.1782182407,131.1317846151,156.1002939592,165.0173988138,79.1491087138,179.7447350151,169.8764118813,166.8786522675,81.8252212106,159.0193038284
EF437385,88.5207935981,58.6682445161,88.5207935981,58.6682445161,89.1367218295,83.1133882112,93.6980399184,53.4158498342,75.7781248099,78.1748545291,100.1329632989,92.6483182675,95.8483977828,96.4523286387,72.0665962711,79.5240664829,87.3683218803,58.787745368,80.9528375644,62.8505847809,78.4274526173,62.3092911432,57.8607274687,60.5733298867,74.42497,70.9130476529,62.1492836635,50.5063906427
Aoah,36.7278942621,25.3882728677,36.7278942621,25.3882728677,31.8901099437,31.6987238295,45.1863463538,65.6382385388,30.9142833911,26.545147773,62.9094666859,49.5118357229,39.2116952594,25.9278452769,95.3635071613,89.7100784378,23.417719685,23.8101164977,120.3206956621,129.950662224,30.767619066,31.5706456862,155.2627177222,107.0420954299,24.2358480251,23.5111666578,166.8151971597,137.1552577298
Nmi,29.2939269856,20.9395871174,29.2939269856,20.9395871174,29.8837790669,27.5055450803,21.3396385979,18.0820043526,27.8358067071,26.5764868314,40.5234395258,39.2553594361,20.3253544406,27.0151314905,122.2784157847,92.9878588254,27.5284255101,16.3205112522,170.3845642069,146.2555429126,28.7468397516,14.0135505897,152.9772434184,73.9119536541,25.4985068559,20.6746951853,111.4899268429,46.3930098805
Srsf5,553.4315690686,765.0167364568,553.4315690686,765.0167364568,645.4443756492,757.3281484407,924.9977528352,1090.2925823929,691.6119394109,793.8393422233,681.5319547962,857.1690311172,803.7991702681,600.9130685867,531.0793275152,429.2406363872,592.9078790324,688.9612469037,481.0389774994,406.1208568951,503.1268818877,625.1572258028,311.0975549953,439.3033337294,591.4428958312,556.5104769613,357.713862536,418.6994128159
Kpna4,96.9033628404,58.9696253268,96.9033628404,58.9696253268,64.3635053561,74.1486861395,96.9395441233,111.6407084988,68.2149937872,68.4227572435,155.2298813066,136.6023843606,82.5996713827,76.8886991059,134.202294034,166.9753967416,63.8778090547,66.7863835674,159.6246062038,133.1249561742,62.0175877965,67.5857632249,192.7662639124,138.2226770767,53.746107134,70.0103434449,224.481984096,172.1161351513
Kpna3,47.0219140363,40.6320880326,47.0219140363,40.6320880326,40.8940121252,39.4858679258,63.547352563,61.0292041276,31.0347797649,40.3263296226,122.7322034972,101.3056157041,39.3499967894,41.4382092182,155.585978483,204.07616693,31.1855130238,34.0978146358,176.7154439411,195.2075458695,34.9910264051,35.7657976578,125.4629456893,117.2378813873,34.4085579426,42.2871268693,79.9855938465,72.6415191215
Kpna6,30.2288278982,15.610215474,30.2288278982,15.610215474,19.8343392021,20.2678987794,23.9740609824,26.5062604798,19.7274439632,17.4803420851,21.2597995419,14.7600446533,25.9212954483,22.6377950574,23.7290126371,24.282291882,19.5838194022,18.9215359818,27.5365566909,25.735030898,25.5702978881,19.9587112502,32.1784463037,19.4467282721,19.3546217853,16.8954982649,31.6054713674,24.165242319
Capn1,114.1737111766,165.3655135745,114.1737111766,165.3655135745,117.5431317313,110.6912673196,82.5722081476,130.5131283924,131.6066123293,156.5377075239,91.3500515614,108.6257059527,124.1759129534,123.8747409297,76.7950438123,93.6485709272,99.6575109253,164.6331747073,61.6836266842,90.6442131077,116.1501309689,125.5443728847,66.7969532933,121.6789597003,108.8326539915,154.679194491,63.4172427924,101.8980094345
Nrp2,258.0524000134,498.8901400358,258.0524000134,498.8901400358,268.8846496006,314.0066211553,532.5455293531,1313.0782669717,283.5719979268,457.2634536908,594.0190575236,676.8604356577,407.6006775991,351.1439138705,557.8580835664,909.8515556782,329.6783631466,612.7722270423,470.5663514574,610.5239207103,304.5057503855,419.8951814826,356.3224442379,823.5455461022,334.7885504095,403.2314690982,320.2040858657,528.204054564
Anp32a,133.59987568,251.0243612462,133.59987568,251.0243612462,162.245080022,170.765834974,139.6330654417,178.9213781862,193.0958859095,220.5460694393,124.5446698857,156.6589070271,150.3845339211,145.0156101663,73.9741820912,132.9936771058,128.234313204,277.1380521852,87.7995077199,126.4331342286,162.8325947309,203.3759091317,109.9169692797,244.7319235933,158.3588652618,212.9305104842,161.6919674584,251.1122010851
Exoc4,34.700952842,20.4094004096,34.700952842,20.4094004096,18.3397832194,22.2412384802,30.2787524925,38.1286211942,20.6434153534,29.0806726317,23.8458767999,27.3369393976,20.8058118147,16.9223148573,18.1831554927,11.0617070506,20.3891551271,28.4959282574,10.2815959406,8.6968962897,23.3143494051,19.6189663561,7.7613571115,8.1128344332,16.9276489439,25.4672040949,12.6051834823,12.006894832
Pld3,468.8388785037,323.5285088429,468.8388785037,323.5285088429,355.2529207092,359.8349611639,325.1327812558,163.5660817232,408.5972609119,314.5417762836,291.1100398731,265.0224389871,368.9760919707,395.4960081932,256.0914315677,241.7002598121,421.3539935166,281.7251679171,206.2058680004,213.4923769431,382.0194283888,358.2611504962,315.5340987416,195.0875353302,352.8730758272,369.9272462768,355.8553019616,258.1167037
Ech1,182.7990728475,118.1418335571,182.7990728475,118.1418335571,142.796433971,128.3138439431,118.154649606,52.3496506564,133.5159909623,102.737163714,105.0936591677,64.3316636117,140.1481821869,116.7486868172,90.0514486213,45.3998619514,129.6073797943,92.300172306,61.7601754505,45.6284462166,135.4749445076,100.4822991586,61.7577117607,37.6031675959,152.8317640255,125.9740739705,62.8331409242,35.8184929813
Fkbp8,224.9025941409,243.5021594259,224.9025941409,243.5021594259,205.5770740579,234.5393464434,191.142123419,180.218238352,246.6908566685,238.8370645955,171.0756088262,164.9213114114,231.5260199668,241.9923515395,155.1335107731,168.0928488143,195.3803936777,251.6216283816,144.2168330825,170.9474469432,214.512598125,254.9841653366,161.5735438321,197.5594698645,197.3765900832,261.4385362268,197.7776092402,226.4846952221
Rabep1,60.6407518839,264.8403970739,60.6407518839,264.8403970739,91.4571191459,144.8278182892,149.1281056068,726.7027149003,130.2368255949,274.6293392975,126.3713586919,210.6797619605,189.2067718395,121.8880001203,98.6626546233,229.5712087721,113.7091354336,324.2682504383,73.5061182159,172.7835552313,87.0049562325,183.5288744907,52.0825721255,428.0513899191,116.0810567059,201.326126409,54.5801794753,257.9420246976
Psmd14,153.9932825061,84.2515674206,153.9932825061,84.2515674206,109.5933544742,119.532559031,139.9689807,118.5558689893,108.2980213472,97.248755261,156.7948601275,130.9232453793,119.352160016,109.5397520894,143.6749419363,91.0966174526,127.0895888286,79.9373094217,113.2315840845,93.7523644612,116.9917532255,82.6085867135,113.8820492115,80.7858597913,102.607906984,79.5515990972,123.4365033237,91.909583727
Adam10,94.0649380091,60.7801781949,94.0649380091,60.7801781949,67.1036290908,76.958495258,71.233013582,48.9974461454,49.7965103261,63.3131584541,64.5462952525,57.4065262989,68.8597859324,70.2634676347,30.293210661,34.3107805166,63.0417714651,44.2046344982,35.6552552391,32.699637334,59.3445240892,58.5898631171,32.9261837924,24.8642406463,56.6228096083,56.495038644,33.7132376051,24.7603021516
Fyb,77.6166152632,179.0070639933,77.6166152632,179.0070639933,90.186689584,123.0090889659,136.37228264,547.0056104704,110.8733859479,183.0512290683,135.0675789411,171.3187732202,126.2421340922,63.3022810783,117.0433054348,209.1038155261,69.9439691474,249.1443932024,126.7455853985,248.3430355905,73.238827765,124.3439070345,130.6129049292,450.1717230433,96.8282911577,127.3147809189,160.2933785209,411.3051451683
Anxa3,383.0881399299,271.7596813689,383.0881399299,271.7596813689,336.4449737846,312.0327541386,348.9157135416,433.7559676745,324.8159312727,253.654273937,388.4827428914,323.7216837912,343.736841074,285.5936458892,273.2299124039,181.12831025,298.4139707201,193.3105386154,245.3965632206,212.8350786407,279.815973761,219.1169116615,254.0351056413,155.9618441101,242.556557297,252.0896240782,261.6538140399,201.9048906766
Ap1b1,94.2097821604,78.8522451345,94.2097821604,78.8522451345,61.5241952436,73.7014296468,64.9967250022,50.8820106007,66.9209588397,61.9375125265,45.7070574617,39.1915964529,73.2662781647,74.9538281664,25.1708224717,13.7561968841,60.3535470509,76.4080968113,15.2741102742,22.5663782897,64.4195203906,64.8378657361,25.4799780854,27.878111179,54.5807733233,56.8297105437,29.1552653226,27.2966798239
Neu1,95.5115066731,92.6114484506,95.5115066731,92.6114484506,95.9108266218,85.8649180127,109.8405711384,99.5736167847,101.3667147862,100.3055706545,66.6777589109,65.6118626584,111.4418648538,92.958975276,53.7320495731,44.533558139,107.522282862,106.6891537255,48.8034910117,41.2660310175,108.1494320226,94.9590507811,61.0522391231,67.2514155545,112.3852538761,98.8607270313,77.7701718605,77.3604692936
Nudc,148.4155034373,137.2491671343,148.4155034373,137.2491671343,162.5086078708,144.5674123445,126.1420259125,99.1917084435,163.2403362147,122.6246199039,114.8428396442,112.9793345545,127.42920571,132.4626897668,75.4134264487,84.0847997311,141.6905132763,96.7834831953,67.2548898003,75.7108349876,143.8916214263,125.3773400348,68.2590698147,55.6213294396,121.339925632,107.8490522127,74.0645555655,66.0557264993
Pnn,80.1514428965,198.2425349797,80.1514428965,198.2425349797,79.3764090165,131.9367821593,101.0531644356,205.0052044575,99.3883438704,208.0104709984,57.9347401197,114.7389969275,129.2696461574,129.636664591,46.9034575666,132.6202082341,86.4956365493,228.0580373834,53.2856087304,89.9881303564,84.4420875396,163.2625012999,42.8234724537,119.1027842012,96.3554544881,143.1660230395,49.2429621421,103.1774093621
Sptlc1,71.2795002356,53.8353564038,71.2795002356,53.8353564038,80.9356959069,59.578112253,74.8436648736,47.7774061042,77.9586278433,69.3806658781,50.2234669858,53.1174122622,69.9215394948,57.2903091644,47.3386922423,41.0562116854,71.8173357388,60.851056224,44.502729598,35.9094362065,61.6791327212,48.4451234293,31.0296966732,26.015419213,57.5446633641,55.0361870125,32.1437299247,24.6470523259
AK078801;Api5,140.0051215806,165.9588751238,140.0051215806,165.9588751238,131.2080732348,128.1980872061,118.402626143,137.1455395125,97.234576924,151.7604932932,104.6645107005,125.734641462,129.2437979842,125.9977164317,97.5339515466,103.5074218876,120.3710992547,167.6275268687,109.8766647394,108.0803564624,124.1383280936,136.9022024283,100.7778813317,124.1230738148,125.2753277995,136.2004410216,83.8273825292,104.1449808256
Bcat2,153.649903933,121.4183685486,153.649903933,121.4183685486,145.378077916,137.4853600305,167.9849724179,139.2631049327,148.7795488684,158.6716808175,116.6741639123,115.6601808584,184.9610360744,135.7790030695,87.159465282,84.708327228,151.0514213898,168.7743414337,85.4366960355,75.6806998924,180.801784612,163.0321056458,77.9911026875,72.0304938386,182.5194737079,156.6753588279,80.0984010729,63.2894425552
Timm44,54.4920477897,61.0944684177,54.4920477897,61.0944684177,60.410125902,67.5001122174,73.0175565219,94.0154577345,59.5132810766,89.9202673063,51.8291,81.5274292314,64.8062547716,67.5045280064,45.3459289316,68.0544990314,51.1647313247,84.2810339276,36.1980794201,67.6732055096,65.3532499491,69.0630126147,41.4771674254,77.0375261069,56.6768347423,97.368625102,45.0526556858,57.4853607296
Cops5,134.696339019,96.070985299,134.696339019,96.070985299,135.6196419869,126.7627477176,126.2487440336,83.8751013459,123.5711481848,137.7769195863,116.7182514573,134.2823024809,150.0160511408,145.6126375331,111.7128267446,92.6768623184,134.2328307243,108.2255497746,115.2581298782,111.2767229967,124.3989945656,128.4271841773,118.7175753207,91.3037671055,137.6587822925,123.2668621436,123.3855603506,117.6605430545
Lsm2;SmX5,88.4155298451,121.4194230209,88.4155298451,121.4194230209,110.7774858481,102.3026886933,59.742008041,60.3577452089,90.9470020323,123.8314773613,52.3088352319,56.1992732559,77.2438520089,123.2941633433,47.2555565563,58.7006174425,83.6863897997,94.9699805279,22.3891822083,48.6276710409,99.8568549312,105.3359146931,25.5397359379,37.9534105906,115.1831729481,119.1298126574,14.2164176583,22.0206689575
Pik3cd,199.4169781758,181.1084334674,199.4169781758,181.1084334674,170.0350574671,149.205468998,151.4788656051,116.482133998,190.5227170597,167.9509283881,82.8581352109,68.0401673769,170.4853823566,159.6093091865,93.4684351173,94.4153867302,152.1892155586,165.0551037285,110.9861930644,119.0871603126,175.9565754258,166.8451604725,119.8795435595,120.9302015834,160.3906510809,184.339354846,161.1744912128,130.0644713613
Pitpnm1,61.6907017045,50.1122289948,61.6907017045,50.1122289948,41.1939313305,58.6125163865,52.5006389344,51.4599560242,59.2045692408,69.1652614912,56.7672045202,48.9590060203,54.3157502748,58.0495541144,46.7893304402,56.791122374,53.1800691575,70.7881534939,62.2558888899,53.0869996146,59.5170697617,57.1966296828,74.0868373141,75.4921598563,51.2701822344,63.8077004678,94.1993155982,74.0429093804
Psmb10,174.9669873278,188.8822159859,174.9669873278,188.8822159859,195.0749148573,182.6324151046,175.4373322795,195.0320292695,252.909215674,185.7462598899,209.8640623736,248.1401918439,196.075731368,190.5732808963,456.7160206296,516.7815731193,212.7170981624,189.3333301267,607.8588695531,633.8851471418,184.125478697,232.2424856978,646.3400983776,691.5855332597,210.6429260949,195.7916529057,584.3947926242,674.5247020292
Gamt,49.4913479396,34.2718308751,49.4913479396,34.2718308751,57.4346325621,38.2606733479,21.289151852,31.6888407338,32.8810146026,33.3042304545,22.03189454,11.1282892787,31.401022379,35.6617324909,25.4385428036,9.1645325594,38.2314126791,32.4337110716,14.8861549566,9.4767096971,45.1255966581,41.9894691911,8.863758242,11.0067593561,44.2125822297,35.8436408746,4.0910164425,1.5868855877
